response_id,primary_specialty,officer_rank,year_executed_order,billet_current,order_lag_in_months,transparency_rank,satistfaction_rank,favoritism_rank,assignment_current,geographic_preference,career_path,doctor_as_detailer,homestead_length_in_years,homestead_problem,match_desirability,match_month,assignment_preference,officer_rank_preference
526,Nephrology (IM),LCDR,2016,CONUS MTF,2-4 months,5,5,5,1st choice,Southern California,Mixed,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
528,Radiology,CDR,2013,CONUS MTF,> 4 months,5,4,4,1st choice,Pacific Northwest,Executive Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,NA,Yes
529,Pathology,CDR,2016,CONUS MTF,2-4 months,4,4,4,1st choice,Southern California,Resign/Retire,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
530,Family Medicine,LT,2016,OCONUS Operational,> 4 months,1,1,NA,> 4th choice,Southern California,Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,Yes,Yes
1171,General Medical Officer,LT,2015,CONUS MTF,2-4 months,1,1,NA,Other,"Southeast (North Carolina, Florida)",Clinical Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
532,Family Medicine,CAPT or Flag,2015,CONUS MTF,> 4 months,4,5,4,1st choice,Southern California,Resign/Retire,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
533,Psychiatry,LCDR,2013,GME,2-4 months,NA,NA,2,1st choice,"Pacific (Hawaii, Guam, Japan)",Mixed,No,Other,Other,Other,Feb-17,NA,NA
534,Preventive Medicine,LCDR,2016,CONUS Operational,2-4 months,2,2,4,> 4th choice,"Tidewater Region (Portsmouth, Norfolk)",Global Health Engagement,No,Other,Other,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
536,Pediatrics,LCDR,2013,CONUS MTF,> 4 months,4,5,2,1st choice,Southern California,Global Health Engagement,Other,Other,Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
537,Psychiatry,LCDR,2013,GME,2-4 months,3,5,3,1st choice,"Pacific (Hawaii, Guam, Japan)",Mixed,No,Other,Other,Other,Feb-17,NA,NA
538,Pathology,LCDR,2016,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Resign/Retire,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
1193,General Medical Officer,LT,2015,CONUS Operational,2-4 months,2,2,1,Other,NA,Clinical Medicine,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
1212,General Medical Officer,LT,2016,CONUS Operational,NA,3,2,5,1st choice,"Southeast (North Carolina, Florida)",Undecided,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Feb-17,Yes,No
541,Radiology,CDR,2013,CONUS MTF,> 4 months,4,4,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
542,Pediatrics,CDR,2016,GME,2-4 months,3,5,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
543,Family Medicine,CAPT or Flag,2015,CONUS MTF,> 4 months,4,4,3,1st choice,NA,Executive Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
544,Family Medicine,LCDR,2016,CONUS MTF,2-4 months,4,5,5,Other,Southern California,Global Health Engagement,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
545,Family Medicine,LCDR,2016,GME,> 4 months,3,3,3,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
546,Pediatrics,CDR,2014,OCONUS MTF,2-4 months,4,3,5,> 4th choice,Southern California,Resign/Retire,No,Other,Other,Status Quo: Detailer and Specialty Leader decide,Sep-16,Yes,Yes
549,Cardiology (IM),CDR,2014,CONUS MTF,2-4 months,5,5,4,2nd choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,Do not care,3 tours (~9 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
550,Preventive Medicine,LCDR,2015,OCONUS Operational,2-4 months,4,3,3,1st choice,Northeast,Mixed,Yes,2 tours (~6 years),Yes,Other,Jan-17,Yes,Yes
551,Pediatrics,LT,2014,CONUS MTF,2-4 months,NA,NA,NA,1st choice,Northeast,Clinical Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
552,Emergency Medicine,LCDR,2015,OCONUS Operational,NA,2,1,3,1st choice,Southern California,Mixed,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
553,Cardiology (IM),CDR,2015,CONUS MTF,> 4 months,3,4,3,1st choice,National Capital Region,Academic Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,No
554,Cardiology (IM),LCDR,2016,CONUS MTF,2-4 months,5,5,4,1st choice,National Capital Region,Clinical Medicine,Yes,NA,Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
555,Family Medicine,CDR,2016,OCONUS Operational,2-4 months,1,1,NA,Other,"Southeast (North Carolina, Florida)",Mixed,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
556,Family Medicine,CDR,2016,CONUS MTF,2-4 months,5,3,3,3rd choice,National Capital Region,Resign/Retire,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,No
557,Cardiology (IM),CDR,2014,CONUS MTF,2-4 months,3,4,4,Other,"Southeast (North Carolina, Florida)",Resign/Retire,No,Other,Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
558,Cardiology (IM),LCDR,2016,CONUS MTF,2-4 months,2,3,2,1st choice,Southern California,Clinical Medicine,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
559,Pediatrics,LCDR,2013,CONUS MTF,2-4 months,4,3,NA,1st choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,No
561,Cardiology (IM),CDR,2014,CONUS MTF,2-4 months,NA,3,3,1st choice,Southern California,Academic Medicine,No,Other,Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
562,Cardiology (IM),LCDR,2015,CONUS MTF,2-4 months,4,4,NA,1st choice,National Capital Region,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
563,Family Medicine,LT,2016,CONUS MTF,2-4 months,4,4,NA,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
565,Cardiology (IM),CAPT or Flag,2014,CONUS MTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,Psychiatry,CAPT or Flag,2015,CONUS MTF,> 4 months,4,4,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
568,Psychiatry,LT,2014,GME,2-4 months,3,4,NA,2nd choice,Pacific Northwest,Clinical Medicine,Yes,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
569,Psychiatry,LT,2015,GME,2-4 months,4,4,NA,1st choice,Southern California,Executive Medicine,Do not care,Other,No,Something similar to the National Residency Match Program,Jan-17,Yes,No
570,Cardiology (IM),CDR,2015,CONUS MTF,2-4 months,5,5,5,1st choice,National Capital Region,Clinical Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
571,Cardiology (IM),CAPT or Flag,2015,CONUS MTF,> 4 months,3,2,2,1st choice,Northeast,Resign/Retire,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,No
572,Psychiatry,LCDR,2012,CONUS MTF,2-4 months,5,4,4,2nd choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,No
573,Physical Medicine and Rehabilitation,CDR,2014,CONUS MTF,2-4 months,5,5,5,1st choice,National Capital Region,Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1220,General Medical Officer,LT,2015,CONUS Operational,2-4 months,2,2,3,3rd choice,Southern California,Mixed,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
575,Psychiatry,LT,2015,CONUS MTF,> 4 months,5,5,5,1st choice,Northeast,Undecided,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
576,Psychiatry,CDR,2016,Non-Operational/Non-Clinical,NA,2,2,5,2nd choice,Southern California,Executive Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1222,General Medical Officer,LT,2016,CONUS Operational,2-4 months,4,4,5,1st choice,"Southeast (North Carolina, Florida)",Clinical Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
578,Pediatrics,LT,2014,CONUS MTF,2-4 months,5,5,NA,1st choice,Southern California,Undecided,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
1270,General Medical Officer,LT,2016,CONUS Operational,NA,2,4,NA,1st choice,Southern California,Operational Medicine,Other,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
580,Cardiology (IM),CDR,2013,CONUS MTF,NA,5,3,5,2nd choice,Southern California,Resign/Retire,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
581,Psychiatry,CDR,2014,OCONUS MTF,2-4 months,5,5,4,1st choice,Southern California,Mixed,Do not care,Other,Other,Other,Jan-17,No,No
582,Cardiology (IM),CDR,2016,CONUS MTF,2-4 months,5,5,5,1st choice,National Capital Region,Clinical Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,NA,Yes
583,Cardiology (IM),LCDR,2016,CONUS MTF,> 4 months,4,5,5,1st choice,National Capital Region,Academic Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,No,No
584,Psychiatry,LCDR,2015,CONUS Operational,NA,5,5,5,1st choice,NA,Operational Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
585,Psychiatry,LT,2013,GME,2-4 months,5,5,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Mixed,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
586,Psychiatry,CDR,2016,Non-Operational/Non-Clinical,2-4 months,5,5,2,1st choice,Southern California,Mixed,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Other,No,Yes
587,Psychiatry,LT,2013,CONUS MTF,> 4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,Orthopedic Surgery,LCDR,2016,CONUS MTF,2-4 months,4,4,5,1st choice,Southern California,Academic Medicine,Do not care,Other,No,Something similar to the National Residency Match Program,Dec-16,Yes,NA
589,Psychiatry,LCDR,2014,CONUS MTF,NA,2,5,3,1st choice,Europe,Global Health Engagement,No,3 tours (~9 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
590,Psychiatry,LCDR,2016,CONUS Operational,2-4 months,2,2,1,3rd choice,Northeast,Clinical Medicine,Yes,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,No
591,Cardiology (IM),LCDR,2016,CONUS MTF,2-4 months,5,5,5,1st choice,Southern California,Clinical Medicine,Do not care,Other,Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
592,Family Medicine,CDR,2014,CONUS MTF,2-4 months,3,3,3,1st choice,Southern California,Academic Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
593,Infectious Disease (IM),CDR,2014,CONUS MTF,2-4 months,3,2,4,1st choice,Southern California,Mixed,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,No
594,Pediatrics,LT,2016,OCONUS MTF,2-4 months,2,2,3,3rd choice,Europe,Mixed,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
595,Internal Medicine (General),CAPT or Flag,2014,Non-Operational/Non-Clinical,2-4 months,2,3,3,2nd choice,"Pacific (Hawaii, Guam, Japan)",Executive Medicine,No,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jan-17,No,No
596,Psychiatry,LT,2016,OCONUS Operational,NA,2,3,NA,1st choice,"Pacific (Hawaii, Guam, Japan)",Executive Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
597,Cardiology (IM),CDR,2015,CONUS MTF,2-4 months,4,4,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
599,Family Medicine,CDR,2015,GME,2-4 months,5,5,3,1st choice,"Southeast (North Carolina, Florida)",Global Health Engagement,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,No
600,Infectious Disease (IM),LCDR,2016,Non-Operational/Non-Clinical,2-4 months,3,3,3,2nd choice,National Capital Region,Undecided,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
601,Cardiology (IM),CDR,2015,CONUS MTF,NA,5,5,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Executive Medicine,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
602,Orthopedic Surgery,LCDR,2015,CONUS MTF,NA,2,1,4,1st choice,Southern California,Academic Medicine,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,NA,Yes
604,Pediatrics,LT,2016,CONUS MTF,2-4 months,5,5,NA,1st choice,Southern California,Academic Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,NA
605,Cardiology (IM),LCDR,2015,CONUS MTF,NA,NA,NA,3,Other,National Capital Region,Mixed,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Oct-16,NA,NA
606,Endocrinology (IM),LCDR,2014,CONUS MTF,> 4 months,4,4,4,1st choice,National Capital Region,Mixed,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
607,Psychiatry,LT,2014,CONUS MTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,Emergency Medicine,LCDR,2015,CONUS MTF,2-4 months,3,3,3,3rd choice,Southern California,Resign/Retire,Do not care,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Jan-17,Yes,No
609,Family Medicine,LCDR,2015,GME,> 4 months,5,4,3,1st choice,Europe,Operational Medicine,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
610,Family Medicine,LCDR,2015,OCONUS Operational,NA,1,1,2,Other,Southern California,Operational Medicine,Other,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,No
611,Infectious Disease (IM),CAPT or Flag,2015,OCONUS Operational,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,Family Medicine,LT,2015,CONUS MTF,2-4 months,NA,NA,NA,1st choice,Europe,Mixed,Do not care,3 tours (~9 years),No,Something similar to the National Residency Match Program,Dec-16,NA,NA
613,Dermatology,LCDR,2014,GME,2-4 months,5,5,5,1st choice,Southern California,Mixed,No,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,NA
614,Psychiatry,LCDR,2015,OCONUS MTF,2-4 months,3,3,NA,Other,Europe,Undecided,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
615,Family Medicine,LCDR,2015,CONUS MTF,2-4 months,5,5,NA,1st choice,"Southeast (North Carolina, Florida)",Operational Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,No
616,Neonatology,LCDR,2016,CONUS MTF,2-4 months,5,4,5,1st choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Aug-16,Yes,Yes
617,Cardiology (IM),CDR,2016,CONUS MTF,> 4 months,4,4,4,1st choice,National Capital Region,Academic Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,No,Yes
618,Family Medicine,LCDR,2015,GME,2-4 months,5,5,NA,1st choice,"Pacific (Hawaii, Guam, Japan)",Executive Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
619,Family Medicine,LT,2014,GME,> 4 months,3,4,4,4th choice,"Southeast (North Carolina, Florida)",Clinical Medicine,Do not care,2 tours (~6 years),No,NA,NA,NA,NA
620,Family Medicine,CAPT or Flag,2015,OCONUS Operational,2-4 months,2,2,5,2nd choice,Pacific Northwest,Executive Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
621,Emergency Medicine,CDR,2013,CONUS MTF,> 4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Feb-17,No,No
622,Family Medicine,LT,2014,GME,2-4 months,4,3,3,1st choice,National Capital Region,Clinical Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
623,Family Medicine,LT,2015,CONUS MTF,2-4 months,3,3,3,1st choice,Europe,Clinical Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,NA,NA
1277,General Medical Officer,LT,2016,CONUS Operational,NA,2,1,2,4th choice,Southern California,Clinical Medicine,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
625,Family Medicine,LCDR,2015,CONUS MTF,2-4 months,4,4,4,1st choice,Europe,Mixed,No,3 tours (~9 years),No,Other,Dec-16,NA,NA
626,Family Medicine,LT,2014,CONUS MTF,2-4 months,3,NA,NA,Other,"Pacific (Hawaii, Guam, Japan)",Operational Medicine,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,No,Yes
627,Family Medicine,LCDR,2015,CONUS MTF,2-4 months,1,1,1,> 4th choice,Southern California,Other,Do not care,4 tours (~12 years),Other,Something similar to the National Residency Match Program,Dec-16,Yes,No
628,Psychiatry,LT,2013,GME,2-4 months,5,5,4,1st choice,Pacific Northwest,Clinical Medicine,Do not care,3 tours (~9 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
629,Family Medicine,LT,2014,GME,> 4 months,5,5,5,1st choice,"Southeast (North Carolina, Florida)",Mixed,Other,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
630,Family Medicine,LT,2016,GME,2-4 months,4,5,NA,1st choice,"Southeast (North Carolina, Florida)",Operational Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
631,Gastroenterology (IM),CAPT or Flag,2013,CONUS MTF,> 4 months,5,5,4,1st choice,National Capital Region,Resign/Retire,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,NA,Yes
632,Internal Medicine (General),CDR,2016,CONUS MTF,2-4 months,3,4,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
633,Pulmonary Critical Care (IM),CDR,2014,CONUS Operational,2-4 months,4,5,4,1st choice,"Pacific (Hawaii, Guam, Japan)",Operational Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
634,Pulmonary Critical Care (IM),LT,2016,CONUS MTF,> 4 months,2,4,NA,Other,Pacific Northwest,Academic Medicine,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
635,Pulmonary Critical Care (IM),LCDR,2016,OCONUS MTF,2-4 months,5,5,4,1st choice,Europe,Clinical Medicine,Do not care,Other,Other,Something similar to the National Residency Match Program,Dec-16,No,Yes
636,Pulmonary Critical Care (IM),CAPT or Flag,2016,CONUS MTF,NA,5,NA,5,1st choice,NA,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
637,Family Medicine,LCDR,2014,CONUS MTF,> 4 months,3,4,5,1st choice,Europe,Academic Medicine,Do not care,4 tours (~12 years),Other,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
638,Aerospace Medicine (Residency Trained Flight),LCDR,2014,GME,2-4 months,4,4,3,1st choice,Pacific Northwest,Operational Medicine,No,2 tours (~6 years),Other,Other,Jan-17,Yes,Yes
639,Heme/Onc (IM),LCDR,2012,CONUS MTF,2-4 months,4,4,3,1st choice,National Capital Region,Mixed,Yes,NA,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
640,Occupational Medicine,LCDR,2016,CONUS MTF,2-4 months,3,4,3,2nd choice,Pacific Northwest,Resign/Retire,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Feb-17,No,No
1280,General Medical Officer,LT,2016,CONUS Operational,2-4 months,2,4,3,2nd choice,Southern California,Clinical Medicine,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
643,Occupational Medicine,CDR,2016,CONUS MTF,2-4 months,3,3,NA,3rd choice,"Southeast (North Carolina, Florida)",Resign/Retire,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
644,Internal Medicine (General),LCDR,2012,CONUS MTF,2-4 months,2,2,3,2nd choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
645,Occupational Medicine,LCDR,2016,CONUS MTF,> 4 months,1,2,5,3rd choice,Southern California,Executive Medicine,No,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jun-16,Yes,NA
646,Occupational Medicine,NA,2016,CONUS MTF,2-4 months,2,1,2,3rd choice,Pacific Northwest,Executive Medicine,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jul-16,No,Yes
647,NA,LCDR,2016,Other,2-4 months,1,1,1,1st choice,Pacific Northwest,Mixed,No,Other,Yes,Other,Jan-17,NA,No
648,Occupational Medicine,CAPT or Flag,2015,Non-Operational/Non-Clinical,2-4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
649,Internal Medicine (General),LT,2016,CONUS MTF,NA,3,4,NA,2nd choice,"Southeast (North Carolina, Florida)",Resign/Retire,No,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Jan-17,No,No
650,Occupational Medicine,LCDR,2015,CONUS MTF,2-4 months,2,2,2,Other,Europe,Executive Medicine,Do not care,Other,Yes,Something similar to the National Residency Match Program,Dec-16,NA,Yes
651,Gastroenterology (IM),LCDR,2014,CONUS MTF,2-4 months,4,4,3,1st choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,NA
652,Psychiatry,CDR,2016,CONUS MTF,> 4 months,1,4,1,1st choice,Southern California,Executive Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,NA
653,Pulmonary Critical Care (IM),CDR,2016,CONUS MTF,2-4 months,2,3,4,2nd choice,Southern California,Mixed,Yes,Other,No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
654,Cardiology (IM),LCDR,2015,CONUS MTF,2-4 months,NA,NA,NA,2nd choice,Southern California,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Other,No,No
655,Family Medicine,LCDR,2014,Non-Operational/Non-Clinical,NA,5,5,4,1st choice,Pacific Northwest,Resign/Retire,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
656,Family Medicine,LCDR,2015,GME,2-4 months,5,5,5,1st choice,"Southeast (North Carolina, Florida)",Operational Medicine,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
657,Occupational Medicine,LCDR,2015,Non-Operational/Non-Clinical,2-4 months,1,1,1,Other,Southern California,Resign/Retire,Do not care,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
658,Gastroenterology (IM),CDR,2014,Other,2-4 months,1,2,1,Other,Southern California,Resign/Retire,Yes,2 tours (~6 years),Yes,Other,Jul-16,Yes,Yes
659,Occupational Medicine,CAPT or Flag,2015,CONUS MTF,NA,1,1,1,Other,Northeast,Resign/Retire,No,2 tours (~6 years),Yes,Other,Jan-17,No,Yes
660,Aerospace Medicine (Residency Trained Flight),CAPT or Flag,2014,CONUS Operational,2-4 months,5,5,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
661,Family Medicine,CAPT or Flag,2016,Non-Operational/Non-Clinical,2-4 months,5,5,5,1st choice,Pacific Northwest,Executive Medicine,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Oct-16,Yes,No
1290,General Medical Officer,LT,2014,CONUS Operational,2-4 months,5,3,NA,1st choice,National Capital Region,Operational Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,NA
663,Family Medicine,LT,2016,GME,> 4 months,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,Pulmonary Critical Care (IM),CDR,2015,CONUS Operational,NA,2,2,NA,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
665,Other,LT,2015,CONUS Operational,NA,1,2,NA,Other,"Southeast (North Carolina, Florida)",Clinical Medicine,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Feb-17,No,No
1306,General Medical Officer,LT,2016,CONUS Operational,2-4 months,2,2,1,Other,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Mar-17,Yes,Yes
668,Radiology,CDR,2015,CONUS MTF,2-4 months,4,4,4,2nd choice,Southern California,Undecided,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
669,Internal Medicine (General),LCDR,2016,CONUS MTF,NA,3,5,3,1st choice,National Capital Region,Clinical Medicine,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
